source,lifecycle:transition,concept:name,Sheet,time:timestamp,FileName,case:concept:name,case:description,Url,Label,Value,Column,Row
Web,complete,clickButton,,2019-02-19 04:00:27.296000+11:00,,1,instance with id 19,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:00:30.321000+11:00,,1,instance with id 19,,B2,,,
Web,complete,insertValue,,2019-02-19 04:00:34.285000+11:00,,1,instance with id 19,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:00:35.614000+11:00,,1,instance with id 19,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:00:38.867000+11:00,,1,instance with id 19,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:00:42.595000+11:00,,1,instance with id 19,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:00:45.264000+11:00,,1,instance with id 19,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:00:48.211000+11:00,,1,instance with id 19,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:00:58.211000+11:00,data.xls,1,instance with id 20,,,,,
Web,complete,goToUrl,,2019-02-19 04:01:10.360000+11:00,,1,instance with id 20,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:01:16.555000+11:00,,1,instance with id 20,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:01:16.555000+11:00,,1,instance with id 20,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:01:36.252000+11:00,,1,instance with id 20,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:01:38.996000+11:00,,1,instance with id 20,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:01:52.467000+11:00,,1,instance with id 20,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:01:54.511000+11:00,,1,instance with id 20,,B2,,,
Web,complete,insertValue,,2019-02-19 04:01:59.274000+11:00,,1,instance with id 20,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:02:04.287000+11:00,,1,instance with id 20,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:02:07.640000+11:00,,1,instance with id 20,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:02:11.209000+11:00,,1,instance with id 20,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:02:15.682000+11:00,,1,instance with id 20,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:02:19.553000+11:00,,1,instance with id 20,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:02:29.553000+11:00,data.xls,1,instance with id 21,,,,,
Web,complete,goToUrl,,2019-02-19 04:02:36.751000+11:00,,1,instance with id 21,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:02:46.797000+11:00,,1,instance with id 21,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:02:53.493000+11:00,,1,instance with id 21,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:02:58.635000+11:00,,1,instance with id 21,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:02:59.781000+11:00,,1,instance with id 21,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:03:04.942000+11:00,,1,instance with id 21,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:03:09.800000+11:00,,1,instance with id 21,,B2,,,
Web,complete,insertValue,,2019-02-19 04:03:12.830000+11:00,,1,instance with id 21,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:03:17.002000+11:00,,1,instance with id 21,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:03:21.875000+11:00,,1,instance with id 21,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:03:24.357000+11:00,,1,instance with id 21,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:03:28.260000+11:00,,1,instance with id 21,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:03:31.859000+11:00,,1,instance with id 21,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:03:41.859000+11:00,data.xls,1,instance with id 22,,,,,
Web,complete,goToUrl,,2019-02-19 04:03:44.598000+11:00,,1,instance with id 22,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:03:53.416000+11:00,,1,instance with id 22,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:04:08.151000+11:00,,1,instance with id 22,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:04:16.257000+11:00,,1,instance with id 22,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:04:18.401000+11:00,,1,instance with id 22,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:04:18.401000+11:00,,1,instance with id 22,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:04:21.316000+11:00,,1,instance with id 22,,B2,,,
Web,complete,insertValue,,2019-02-19 04:04:25.071000+11:00,,1,instance with id 22,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:04:27.626000+11:00,,1,instance with id 22,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:04:31.358000+11:00,,1,instance with id 22,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:04:34.657000+11:00,,1,instance with id 22,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:04:40.082000+11:00,,1,instance with id 22,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:04:42.683000+11:00,,1,instance with id 22,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:04:52.683000+11:00,data.xls,1,instance with id 23,,,,,
Web,complete,goToUrl,,2019-02-19 04:04:55.481000+11:00,,1,instance with id 23,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:04:58.520000+11:00,,1,instance with id 23,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:05:03.674000+11:00,,1,instance with id 23,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:05:12.019000+11:00,,1,instance with id 23,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:05:14.286000+11:00,,1,instance with id 23,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:05:24.430000+11:00,,1,instance with id 23,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:05:27.064000+11:00,,1,instance with id 23,,B2,,,
Web,complete,insertValue,,2019-02-19 04:05:30.262000+11:00,,1,instance with id 23,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:05:33.207000+11:00,,1,instance with id 23,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:05:36.711000+11:00,,1,instance with id 23,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:05:38.328000+11:00,,1,instance with id 23,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:05:41.567000+11:00,,1,instance with id 23,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:05:44.592000+11:00,,1,instance with id 23,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:05:54.592000+11:00,data.xls,1,instance with id 24,,,,,
Web,complete,goToUrl,,2019-02-19 04:06:00.030000+11:00,,1,instance with id 24,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:06:00.695000+11:00,,1,instance with id 24,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:06:11.056000+11:00,,1,instance with id 24,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:06:19.321000+11:00,,1,instance with id 24,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:06:22.956000+11:00,,1,instance with id 24,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:06:22.956000+11:00,,1,instance with id 24,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:06:26.452000+11:00,,1,instance with id 24,,B2,,,
Web,complete,insertValue,,2019-02-19 04:06:30.545000+11:00,,1,instance with id 24,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:06:34.337000+11:00,,1,instance with id 24,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:06:37.522000+11:00,,1,instance with id 24,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:06:40.460000+11:00,,1,instance with id 24,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:06:42.496000+11:00,,1,instance with id 24,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:06:43.485000+11:00,,1,instance with id 24,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:06:53.485000+11:00,data.xls,1,instance with id 25,,,,,
Web,complete,goToUrl,,2019-02-19 04:06:59.161000+11:00,,1,instance with id 25,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:07:06.127000+11:00,,1,instance with id 25,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:07:16.105000+11:00,,1,instance with id 25,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:07:23.347000+11:00,,1,instance with id 25,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:07:26.409000+11:00,,1,instance with id 25,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:07:28.363000+11:00,,1,instance with id 25,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:07:31.581000+11:00,,1,instance with id 25,,B2,,,
Web,complete,insertValue,,2019-02-19 04:07:37.524000+11:00,,1,instance with id 25,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:07:38.866000+11:00,,1,instance with id 25,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:07:42.441000+11:00,,1,instance with id 25,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:07:43.639000+11:00,,1,instance with id 25,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:07:45.017000+11:00,,1,instance with id 25,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:07:46.837000+11:00,,1,instance with id 25,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:07:56.837000+11:00,data.xls,1,instance with id 26,,,,,
Web,complete,goToUrl,,2019-02-19 04:07:56.837000+11:00,,1,instance with id 26,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:07:56.837000+11:00,,1,instance with id 26,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:08:14.611000+11:00,,1,instance with id 26,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:08:24.806000+11:00,,1,instance with id 26,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:08:27.636000+11:00,,1,instance with id 26,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:08:38.374000+11:00,,1,instance with id 26,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:08:42.217000+11:00,,1,instance with id 26,,B2,,,
Web,complete,insertValue,,2019-02-19 04:08:44.184000+11:00,,1,instance with id 26,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:08:48.457000+11:00,,1,instance with id 26,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:08:51.210000+11:00,,1,instance with id 26,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:08:53.790000+11:00,,1,instance with id 26,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:08:57.762000+11:00,,1,instance with id 26,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:09:00.873000+11:00,,1,instance with id 26,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:09:10.873000+11:00,data.xls,1,instance with id 27,,,,,
Web,complete,goToUrl,,2019-02-19 04:09:19.117000+11:00,,1,instance with id 27,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:09:27.701000+11:00,,1,instance with id 27,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:09:32.612000+11:00,,1,instance with id 27,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:09:44.917000+11:00,,1,instance with id 27,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:09:47.508000+11:00,,1,instance with id 27,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:09:56.839000+11:00,,1,instance with id 27,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:10:01.607000+11:00,,1,instance with id 27,,B2,,,
Web,complete,insertValue,,2019-02-19 04:10:04.419000+11:00,,1,instance with id 27,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:10:07.512000+11:00,,1,instance with id 27,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:10:09.601000+11:00,,1,instance with id 27,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:10:12.722000+11:00,,1,instance with id 27,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:10:16.618000+11:00,,1,instance with id 27,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:10:20.040000+11:00,,1,instance with id 27,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:10:30.040000+11:00,data.xls,1,instance with id 28,,,,,
Web,complete,goToUrl,,2019-02-19 04:10:33.255000+11:00,,1,instance with id 28,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:10:37.628000+11:00,,1,instance with id 28,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:10:37.697000+11:00,,1,instance with id 28,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:10:47.530000+11:00,,1,instance with id 28,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:10:51.028000+11:00,,1,instance with id 28,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:11:03.007000+11:00,,1,instance with id 28,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:11:05.618000+11:00,,1,instance with id 28,,B2,,,
Web,complete,insertValue,,2019-02-19 04:11:06.449000+11:00,,1,instance with id 28,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:11:08.751000+11:00,,1,instance with id 28,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:11:09.494000+11:00,,1,instance with id 28,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:11:12.216000+11:00,,1,instance with id 28,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:11:14.957000+11:00,,1,instance with id 28,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:11:19.360000+11:00,,1,instance with id 28,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:11:29.360000+11:00,data.xls,1,instance with id 29,,,,,
Web,complete,goToUrl,,2019-02-19 04:11:35.104000+11:00,,1,instance with id 29,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:11:46.892000+11:00,,1,instance with id 29,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:11:53.957000+11:00,,1,instance with id 29,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:12:04.813000+11:00,,1,instance with id 29,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:12:09.078000+11:00,,1,instance with id 29,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:12:20.281000+11:00,,1,instance with id 29,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:12:25.656000+11:00,,1,instance with id 29,,B2,,,
Web,complete,insertValue,,2019-02-19 04:12:26.297000+11:00,,1,instance with id 29,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:12:28.820000+11:00,,1,instance with id 29,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:12:32.519000+11:00,,1,instance with id 29,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:12:35.583000+11:00,,1,instance with id 29,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:12:37.746000+11:00,,1,instance with id 29,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:12:41.029000+11:00,,1,instance with id 29,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:12:51.029000+11:00,data.xls,1,instance with id 30,,,,,
Web,complete,goToUrl,,2019-02-19 04:13:00.901000+11:00,,1,instance with id 30,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:13:09.169000+11:00,,1,instance with id 30,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:13:14.007000+11:00,,1,instance with id 30,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:13:32.267000+11:00,,1,instance with id 30,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:13:34.297000+11:00,,1,instance with id 30,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:13:48.625000+11:00,,1,instance with id 30,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:13:51.261000+11:00,,1,instance with id 30,,B2,,,
Web,complete,insertValue,,2019-02-19 04:13:53.765000+11:00,,1,instance with id 30,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:13:58.674000+11:00,,1,instance with id 30,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:14:02.173000+11:00,,1,instance with id 30,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:14:06.016000+11:00,,1,instance with id 30,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:14:07.593000+11:00,,1,instance with id 30,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:14:08.931000+11:00,,1,instance with id 30,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:14:18.931000+11:00,data.xls,1,instance with id 31,,,,,
Web,complete,goToUrl,,2019-02-19 04:14:24.405000+11:00,,1,instance with id 31,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:14:29.404000+11:00,,1,instance with id 31,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:14:41.898000+11:00,,1,instance with id 31,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:14:50.117000+11:00,,1,instance with id 31,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:14:53.373000+11:00,,1,instance with id 31,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:14:58.717000+11:00,,1,instance with id 31,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:15:02.036000+11:00,,1,instance with id 31,,B2,,,
Web,complete,insertValue,,2019-02-19 04:15:05.776000+11:00,,1,instance with id 31,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:15:08.483000+11:00,,1,instance with id 31,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:15:11.710000+11:00,,1,instance with id 31,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:15:14.856000+11:00,,1,instance with id 31,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:15:17.362000+11:00,,1,instance with id 31,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:15:20.419000+11:00,,1,instance with id 31,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:15:30.419000+11:00,data.xls,1,instance with id 32,,,,,
Web,complete,goToUrl,,2019-02-19 04:15:43.732000+11:00,,1,instance with id 32,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:15:49.161000+11:00,,1,instance with id 32,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:15:57.788000+11:00,,1,instance with id 32,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:16:01.056000+11:00,,1,instance with id 32,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:16:04.075000+11:00,,1,instance with id 32,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:16:11.906000+11:00,,1,instance with id 32,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:16:15.008000+11:00,,1,instance with id 32,,B2,,,
Web,complete,insertValue,,2019-02-19 04:16:18.652000+11:00,,1,instance with id 32,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:16:20.648000+11:00,,1,instance with id 32,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:16:24.560000+11:00,,1,instance with id 32,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:16:25.185000+11:00,,1,instance with id 32,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:16:27.700000+11:00,,1,instance with id 32,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:16:31.064000+11:00,,1,instance with id 32,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:16:41.064000+11:00,data.xls,1,instance with id 33,,,,,
Web,complete,goToUrl,,2019-02-19 04:16:52.604000+11:00,,1,instance with id 33,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:17:01.288000+11:00,,1,instance with id 33,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:17:13.949000+11:00,,1,instance with id 33,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:17:31.621000+11:00,,1,instance with id 33,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:17:34.390000+11:00,,1,instance with id 33,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:17:38.028000+11:00,,1,instance with id 33,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:17:41.339000+11:00,,1,instance with id 33,,B2,,,
Web,complete,insertValue,,2019-02-19 04:17:43.493000+11:00,,1,instance with id 33,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:17:46.267000+11:00,,1,instance with id 33,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:17:48.501000+11:00,,1,instance with id 33,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:17:51.900000+11:00,,1,instance with id 33,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:17:54.965000+11:00,,1,instance with id 33,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:17:56.858000+11:00,,1,instance with id 33,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:18:06.858000+11:00,data.xls,1,instance with id 34,,,,,
Web,complete,goToUrl,,2019-02-19 04:18:13.880000+11:00,,1,instance with id 34,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:18:15.045000+11:00,,1,instance with id 34,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:18:23.579000+11:00,,1,instance with id 34,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:18:31.786000+11:00,,1,instance with id 34,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:18:32.809000+11:00,,1,instance with id 34,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:18:51.696000+11:00,,1,instance with id 34,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:18:57.226000+11:00,,1,instance with id 34,,B2,,,
Web,complete,insertValue,,2019-02-19 04:18:59.074000+11:00,,1,instance with id 34,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:19:02.383000+11:00,,1,instance with id 34,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:19:05.259000+11:00,,1,instance with id 34,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:19:08.177000+11:00,,1,instance with id 34,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:19:10.659000+11:00,,1,instance with id 34,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:19:14.908000+11:00,,1,instance with id 34,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:19:24.908000+11:00,data.xls,1,instance with id 35,,,,,
Web,complete,goToUrl,,2019-02-19 04:19:40.094000+11:00,,1,instance with id 35,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:19:49.257000+11:00,,1,instance with id 35,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:19:59.672000+11:00,,1,instance with id 35,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:19:59.672000+11:00,,1,instance with id 35,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:20:02.638000+11:00,,1,instance with id 35,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:20:05.797000+11:00,,1,instance with id 35,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:20:07.824000+11:00,,1,instance with id 35,,B2,,,
Web,complete,insertValue,,2019-02-19 04:20:10.096000+11:00,,1,instance with id 35,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:20:11.694000+11:00,,1,instance with id 35,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:20:15.580000+11:00,,1,instance with id 35,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:20:17.277000+11:00,,1,instance with id 35,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:20:20.094000+11:00,,1,instance with id 35,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:20:24.218000+11:00,,1,instance with id 35,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:20:34.218000+11:00,data.xls,1,instance with id 36,,,,,
Web,complete,goToUrl,,2019-02-19 04:20:36.315000+11:00,,1,instance with id 36,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:20:52.332000+11:00,,1,instance with id 36,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:21:05.919000+11:00,,1,instance with id 36,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:21:27.558000+11:00,,1,instance with id 36,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:21:30.127000+11:00,,1,instance with id 36,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:21:36.659000+11:00,,1,instance with id 36,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:21:38.655000+11:00,,1,instance with id 36,,B2,,,
Web,complete,insertValue,,2019-02-19 04:21:42.557000+11:00,,1,instance with id 36,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:21:46.063000+11:00,,1,instance with id 36,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:21:48.738000+11:00,,1,instance with id 36,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:21:50.195000+11:00,,1,instance with id 36,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:21:54.131000+11:00,,1,instance with id 36,,Area,Melbourne 123,,
Web,complete,clickButton,,2019-02-19 04:21:56.722000+11:00,,1,instance with id 36,,OK,,,
Excel,complete,openFile,Sheet1,2019-02-19 04:22:06.722000+11:00,data.xls,1,instance with id 37,,,,,
Web,complete,goToUrl,,2019-02-19 04:22:08.191000+11:00,,1,instance with id 37,www.webpage.com,,,,
Web,complete,insertValue,,2019-02-19 04:22:19.073000+11:00,,1,instance with id 37,,username,Frank01,,
Web,complete,insertValue,,2019-02-19 04:22:22.467000+11:00,,1,instance with id 37,,password,LittleFrank123,,
Web,complete,clickButton,,2019-02-19 04:22:36.811000+11:00,,1,instance with id 37,,confirm,,,
Web,complete,waitResponse,,2019-02-19 04:22:39.280000+11:00,,1,instance with id 37,www.webpage.com/ok,,,,
Web,complete,clickButton,,2019-02-19 04:22:44.610000+11:00,,1,instance with id 37,,Button1,,,
Web,complete,clickButton,,2019-02-19 04:22:47.615000+11:00,,1,instance with id 37,,B2,,,
Web,complete,insertValue,,2019-02-19 04:22:48.755000+11:00,,1,instance with id 37,,ID,182381,,
Excel,complete,copy,,2019-02-19 04:22:51.754000+11:00,,1,instance with id 37,,,Au 58124829 XT,B,1.0
Web,complete,paste,,2019-02-19 04:22:52.529000+11:00,,1,instance with id 37,,Special code,Au 58124829 XT,,
Excel,complete,copy,,2019-02-19 04:22:55.301000+11:00,,1,instance with id 37,,,Melbourne 123,B,2.0
Web,complete,paste,,2019-02-19 04:22:58.334000+11:00,,1,instance with id 37,,Area,Melbourne 123,,
